authorization_notice_id,filing_date,patentee,address,LOC
CN305253493S,2018-11,个人,江苏省,07
CN305253494S,2018-11,个人,江苏省,07
CN305253495S,2018-11,个人,浙江省,07
CN305253496S,2018-11,公司,浙江省,07
CN305253497S,2018-11,研究所,广东省,07
CN305253498S,2018-11,研究所,广东省,07
CN305253499S,2018-11,公司,广东省,07
CN305253500S,2018-11,公司,广东省,07
CN305253501S,2018-11,公司,美国,07
CN305253502S,2018-11,公司,广东省,07
CN305253503S,2018-11,个人,广东省,07
CN305253504S,2018-11,学校,陕西省,07
CN305253505S,2018-11,个人,河南省,07
CN305253506S,2018-11,学校,陕西省,07
CN305253507S,2018-11,个人,湖南省,07
CN305253508S,2018-12,个人,广东省,07
CN305253509S,2018-12,个人,广东省,07
CN305253510S,2018-12,个人,浙江省,07
CN305253511S,2018-12,个人,江西省,07
CN305253512S,2018-12,个人,江西省,07
CN305253513S,2018-12,个人,浙江省,07
CN305253514S,2018-12,个人,江西省,07
CN305253515S,2018-12,个人,吉林省,07
CN305253516S,2018-12,学校,广东省,07
CN305253517S,2018-12,学校,广东省,07
CN305253518S,2018-12,个人,河北省,07
CN305253519S,2018-12,个人,浙江省,07
CN305253520S,2018-12,个人,浙江省,07
CN305253521S,2018-12,学校,广东省,07
CN305253522S,2018-12,研究所,江苏省,07
CN305253523S,2018-12,公司,河北省,07
CN305253524S,2018-12,公司,广东省,07
CN305253525S,2018-12,个人,广东省,07
CN305253526S,2018-12,个人,山东省,07
CN305253527S,2018-12,个人,四川省,07
CN305253528S,2018-12,个人,浙江省,07
CN305253529S,2018-12,个人,浙江省,07
CN305253530S,2018-12,公司,广东省,07
CN305253531S,2018-12,公司,广东省,07
CN305253532S,2018-12,个人,广东省,07
CN305253533S,2018-12,个人,广东省,07
CN305253534S,2018-12,个人,广东省,07
CN305253535S,2018-12,个人,广东省,07
CN305253536S,2018-12,个人,广东省,07
CN305253537S,2018-12,个人,广东省,07
CN305253538S,2018-12,个人,广东省,07
CN305253539S,2018-12,公司,香港特别行政区,07
CN305253540S,2018-12,公司,福建省,07
CN305253541S,2018-12,学校,江西省,07
CN305253542S,2018-12,学校,江西省,07
CN305253543S,2018-12,研究所,江苏省,07
CN305253544S,2018-12,学校,江西省,07
CN305253545S,2018-12,学校,江西省,07
CN305253546S,2018-12,研究所,河北省,07
CN305253547S,2018-12,学校,四川省,07
CN305253548S,2018-12,公司,浙江省,07
CN305253549S,2018-12,公司,福建省,07
CN305253550S,2018-12,个人,广东省,07
CN305253551S,2019-01,个人,四川省,07
CN305253552S,2019-01,公司,开曼群岛,07
CN305253553S,2019-01,个人,浙江省,07
CN305253554S,2019-01,公司,浙江省,07
CN305253555S,2019-01,公司,内蒙古自治区,07
CN305253556S,2019-01,个人,浙江省,07
CN305253557S,2019-01,公司,上海市,07
CN305253558S,2019-01,个人,浙江省,07
CN305253559S,2019-01,研究所,浙江省,07
CN305253560S,2019-01,个人,浙江省,07
CN305253561S,2019-01,研究所,浙江省,07
CN305253562S,2019-01,学校,安徽省,07
CN305253563S,2019-01,个人,浙江省,07
CN305253564S,2019-01,个人,浙江省,07
CN305253565S,2019-01,个人,浙江省,07
CN305253566S,2019-01,个人,浙江省,07
CN305253567S,2019-01,个人,浙江省,07
CN305253568S,2019-01,个人,浙江省,07
CN305253569S,2019-01,公司,山西省,07
CN305253570S,2019-01,公司,山西省,07
CN305253571S,2019-01,公司,山西省,07
CN305253572S,2019-01,个人,浙江省,07
CN305253573S,2019-01,个人,浙江省,07
CN305253574S,2019-01,个人,浙江省,07
CN305253575S,2019-01,个人,浙江省,07
CN305253576S,2019-02,公司,德国,07
CN305253577S,2019-02,个人,浙江省,07
CN305253578S,2019-02,个人,广东省,07
CN305253579S,2019-02,研究所,广东省,07
CN305253580S,2019-02,个人,广东省,07
CN305253581S,2019-02,个人,广东省,07
CN305253582S,2019-02,个人,广东省,07
CN305253583S,2019-03,个人,浙江省,07
CN305253584S,2019-03,个人,广东省,07
CN305253585S,2019-03,公司,浙江省,07
CN305253586S,2019-03,公司,浙江省,07
CN305253587S,2019-03,个人,广东省,07
CN305253588S,2019-03,研究所,浙江省,07
CN305253589S,2019-03,个人,浙江省,07
CN305253590S,2019-03,个人,浙江省,07
CN305253591S,2019-04,个人,广东省,07
CN305253592S,2019-04,个人,江西省,07
CN305253593S,2019-04,公司,浙江省,07
CN305253594S,2019-04,个人,四川省,07
CN305253595S,2019-04,公司,广东省,07
CN305253596S,2019-04,公司,广东省,07
CN305253597S,2019-04,公司,浙江省,07
CN305253598S,2019-05,个人,四川省,07
CN305253599S,2018-07,个人,浙江省,07
CN305253600S,2018-08,公司,广东省,07
CN305253601S,2018-08,公司,山东省,07
CN305253602S,2018-08,公司,山东省,07
CN305253603S,2018-08,研究所,安徽省,07
CN305253604S,2018-08,个人,广东省,07
CN305253605S,2018-09,公司,山东省,07
CN305253606S,2018-09,公司,广东省,07
CN305253607S,2018-09,公司,山东省,07
CN305253608S,2018-09,公司,山东省,07
CN305253609S,2018-09,个人,广东省,07
CN305253610S,2018-10,公司,日本,07
CN305253611S,2018-10,公司,广东省,07
CN305253612S,2018-10,公司,浙江省,07
CN305253613S,2018-10,个人,广东省,07
CN305253614S,2018-10,个人,浙江省,07
CN305253615S,2018-10,公司,浙江省,07
CN305253616S,2018-10,公司,广东省,07
CN305253617S,2018-10,公司,广东省,07
CN305253618S,2018-10,个人,广东省,07
CN305253619S,2018-11,个人,广东省,07
CN305253620S,2018-11,个人,广东省,07
CN305253621S,2018-11,个人,浙江省,07
CN305253622S,2018-11,公司,山东省,07
CN305253623S,2018-11,个人,广东省,07
CN305253624S,2018-11,公司,山东省,07
CN305253625S,2018-11,个人,广东省,07
CN305253626S,2018-11,学校,陕西省,07
CN305253627S,2018-11,学校,陕西省,07
CN305253628S,2018-11,个人,山东省,07
CN305253629S,2018-11,公司,山东省,07
CN305253630S,2018-11,学校,陕西省,07
CN305253631S,2018-11,学校,陕西省,07
CN305253632S,2018-12,公司,湖南省,07
CN305253633S,2018-12,公司,湖南省,07
CN305253634S,2018-12,公司,湖南省,07
CN305253635S,2018-12,研究所,山东省,07
CN305253636S,2018-12,研究所,山东省,07
CN305253637S,2018-12,个人,江苏省,07
CN305253638S,2018-12,研究所,广东省,07
CN305253639S,2018-12,个人,浙江省,07
CN305253640S,2018-12,个人,浙江省,07
CN305253641S,2018-12,个人,浙江省,07
CN305253642S,2018-12,个人,浙江省,07
CN305253643S,2018-12,个人,广东省,07
CN305253644S,2018-12,公司,广东省,07
CN305253645S,2018-12,公司,日本,07
CN305253646S,2018-12,个人,广东省,07
CN305253647S,2018-12,公司,浙江省,07
CN305253648S,2018-12,公司,山东省,07
CN305253649S,2018-12,公司,浙江省,07
CN305253650S,2019-01,个人,浙江省,07
CN305253651S,2019-01,学校,广东省,07
CN305253652S,2019-01,个人,浙江省,07
CN305253653S,2019-01,公司,广东省,07
CN305253654S,2019-01,研究所,广东省,07
CN305253655S,2019-01,公司,浙江省,07
CN305253656S,2019-01,个人,吉林省,07
CN305253657S,2019-01,个人,吉林省,07
CN305253658S,2019-01,个人,吉林省,07
CN305253659S,2019-01,研究所,山东省,07
CN305253660S,2019-02,公司,浙江省,07
CN305253661S,2019-02,公司,德国,07
CN305253662S,2019-02,公司,德国,07
CN305253663S,2019-02,公司,浙江省,07
CN305253664S,2019-03,公司,广东省,07
CN305253665S,2019-03,个人,辽宁省,07
CN305253666S,2019-03,公司,广东省,07
CN305253667S,2019-03,公司,广东省,07
CN305253668S,2019-04,个人,广西壮族自治区,07
CN305253669S,2019-04,个人,浙江省,07
CN305253670S,2019-04,个人,浙江省,07
CN305253671S,2019-04,个人,广东省,07
CN305253672S,2019-04,个人,江西省,07
CN305253673S,2019-06,公司,广东省,07
CN305253674S,2019-06,公司,广东省,07
CN305253675S,2018-12,公司,河北省,07
CN305253676S,2019-01,公司,上海市,07
CN305253677S,2019-01,公司,上海市,07
CN305253678S,2019-01,个人,浙江省,07
CN305253679S,2019-01,个人,浙江省,07
CN305253680S,2019-01,个人,浙江省,07
CN305253681S,2019-04,研究所,四川省,07
CN305253682S,2019-04,个人,广东省,07
CN305253683S,2018-08,公司,浙江省,07
CN305253684S,2018-09,公司,浙江省,07
CN305253685S,2018-09,个人,福建省,07
CN305253686S,2018-10,个人,广东省,07
CN305253687S,2018-11,公司,浙江省,07
CN305253688S,2018-12,公司,浙江省,07
CN305253689S,2018-12,公司,浙江省,07
CN305253690S,2019-01,公司,福建省,07
CN305253691S,2019-01,个人,浙江省,07
CN305253692S,2019-01,个人,广东省,07
CN305253693S,2019-01,公司,浙江省,07
CN305253694S,2019-01,公司,山东省,07
CN305253695S,2019-02,公司,广东省,07
CN305253696S,2019-03,公司,浙江省,07
CN305253697S,2018-05,个人,河南省,07
CN305253698S,2018-06,个人,天津市,07
CN305253699S,2018-10,公司,日本,07
CN305253700S,2018-11,个人,浙江省,07
CN305253701S,2018-12,公司,浙江省,07
CN305253702S,2018-12,公司,浙江省,07
CN305253703S,2018-12,个人,广东省,07
CN305253704S,2018-12,学校,山东省,07
CN305253705S,2019-01,公司,浙江省,07
CN305253706S,2019-01,公司,广东省,07
CN305253707S,2019-02,公司,浙江省,07
CN305253708S,2019-02,公司,浙江省,07
CN305253709S,2019-02,个人,广东省,07
CN305253710S,2019-02,公司,浙江省,07
CN305253711S,2019-02,公司,浙江省,07
CN305253712S,2019-02,公司,浙江省,07
CN305253713S,2019-03,公司,浙江省,07
CN305253714S,2018-10,个人,广东省,07
CN305253715S,2018-11,研究所,北京市,07
CN305253716S,2018-12,公司,广东省,07
CN305253717S,2018-12,公司,广东省,07
CN305253718S,2018-12,个人,广东省,07
CN305253719S,2019-01,学校,安徽省,07
CN305253720S,2019-02,公司,广东省,07
CN305253721S,2019-03,个人,浙江省,07
CN305253722S,2019-03,公司,广东省,07
CN305253723S,2019-03,个人,广东省,07
CN305253724S,2019-04,公司,广东省,07
CN305253725S,2018-07,公司,江苏省,07
CN305253726S,2018-10,个人,广东省,07
CN305253727S,2019-03,个人,浙江省,07
CN305253728S,2019-03,公司,安徽省,07
CN305253729S,2018-12,公司,广东省,07
CN305253730S,2019-01,个人,广东省,07
CN305253731S,2018-11,公司,山西省,07
CN305253732S,2018-11,公司,山西省,07
CN305253733S,2018-11,公司,山西省,07
CN305253734S,2018-11,公司,山西省,07
CN305253735S,2018-11,公司,山西省,07
CN305253736S,2018-11,公司,山西省,07
CN305253737S,2018-09,个人,福建省,07
CN305253738S,2018-09,个人,广东省,07
CN305253739S,2018-09,个人,广东省,07
CN305253740S,2018-10,公司,福建省,07
CN305253741S,2018-10,个人,福建省,07
CN305253742S,2018-10,研究所,上海市,07
CN305253743S,2018-11,公司,湖北省,07
CN305253744S,2018-12,个人,浙江省,07
CN305253745S,2019-01,个人,浙江省,07
CN305253746S,2019-01,个人,浙江省,07
CN305253747S,2018-08,公司,浙江省,08
CN305253748S,2018-10,公司,江苏省,08
CN305253749S,2018-12,个人,浙江省,08
CN305253750S,2019-03,公司,河南省,08
CN305253751S,2018-10,公司,福建省,08
CN305253752S,2018-10,公司,福建省,08
CN305253753S,2018-10,个人,浙江省,08
CN305253754S,2018-10,个人,广东省,08
CN305253755S,2018-11,个人,广东省,08
CN305253756S,2018-11,公司,上海市,08
CN305253757S,2018-11,研究所,澳大利亚,08
CN305253758S,2018-11,公司,浙江省,08
CN305253759S,2018-12,个人,江西省,08
CN305253760S,2019-01,个人,浙江省,08
CN305253761S,2019-01,公司,日本,08
CN305253762S,2019-01,个人,贵州省,08
CN305253763S,2019-02,公司,美国,08
CN305253764S,2019-03,个人,广东省,08
CN305253765S,2019-03,个人,广东省,08
CN305253766S,2019-03,个人,广东省,08
CN305253767S,2018-09,研究所,广东省,08
CN305253768S,2018-10,个人,河南省,08
CN305253769S,2018-11,公司,浙江省,08
CN305253770S,2017-04,个人,上海市,08
CN305253771S,2017-04,个人,上海市,08
CN305253772S,2018-06,公司,江苏省,08
CN305253773S,2018-07,个人,浙江省,08
CN305253774S,2018-07,公司,美国,08
CN305253775S,2018-08,学校,贵州省,08
CN305253776S,2018-08,公司,江苏省,08
CN305253777S,2018-10,个人,广东省,08
CN305253778S,2018-10,个人,河北省,08
CN305253779S,2018-10,个人,浙江省,08
CN305253780S,2018-11,研究所,广东省,08
CN305253781S,2018-11,研究所,广东省,08
CN305253782S,2018-11,研究所,江苏省,08
CN305253783S,2018-11,研究所,江苏省,08
CN305253784S,2018-11,公司,浙江省,08
CN305253785S,2018-11,个人,江苏省,08
CN305253786S,2018-12,公司,广东省,08
CN305253787S,2018-12,个人,广东省,08
CN305253788S,2018-12,研究所,广东省,08
CN305253789S,2019-01,公司,浙江省,08
CN305253790S,2019-01,公司,浙江省,08
CN305253791S,2019-02,公司,河南省,08
CN305253792S,2019-02,学校,浙江省,08
CN305253793S,2019-03,个人,贵州省,08
CN305253794S,2019-04,个人,湖南省,08
CN305253795S,2018-08,个人,福建省,08
CN305253796S,2018-08,个人,福建省,08
CN305253797S,2018-08,个人,福建省,08
CN305253798S,2018-08,个人,福建省,08
CN305253799S,2018-08,个人,福建省,08
CN305253800S,2018-08,个人,广东省,08
CN305253801S,2018-10,个人,浙江省,08
CN305253802S,2018-10,公司,浙江省,08
CN305253803S,2018-10,公司,浙江省,08
CN305253804S,2018-10,公司,浙江省,08
CN305253805S,2018-10,个人,广东省,08
CN305253806S,2018-10,个人,浙江省,08
CN305253807S,2018-10,个人,浙江省,08
CN305253808S,2018-10,个人,浙江省,08
CN305253809S,2018-10,个人,浙江省,08
CN305253810S,2018-10,个人,浙江省,08
CN305253811S,2018-11,公司,浙江省,08
CN305253812S,2018-11,个人,浙江省,08
CN305253813S,2018-11,公司,浙江省,08
CN305253814S,2018-11,公司,浙江省,08
CN305253815S,2018-11,公司,浙江省,08
CN305253816S,2018-11,个人,浙江省,08
CN305253817S,2018-11,公司,浙江省,08
CN305253818S,2018-11,个人,浙江省,08
CN305253819S,2018-11,个人,浙江省,08
CN305253820S,2018-11,个人,浙江省,08
CN305253821S,2018-11,个人,浙江省,08
CN305253822S,2018-11,个人,浙江省,08
CN305253823S,2018-11,公司,美国,08
CN305253824S,2018-11,个人,浙江省,08
CN305253825S,2018-11,研究所,浙江省,08
CN305253826S,2018-11,研究所,浙江省,08
CN305253827S,2018-11,研究所,浙江省,08
CN305253828S,2018-11,研究所,浙江省,08
CN305253829S,2018-11,研究所,浙江省,08
CN305253830S,2018-11,研究所,浙江省,08
CN305253831S,2018-11,研究所,浙江省,08
CN305253832S,2018-11,研究所,浙江省,08
CN305253833S,2018-11,研究所,浙江省,08
CN305253834S,2018-11,个人,浙江省,08
CN305253835S,2018-11,公司,浙江省,08
CN305253836S,2018-11,公司,浙江省,08
CN305253837S,2018-12,个人,浙江省,08
CN305253838S,2018-12,个人,浙江省,08
CN305253839S,2018-12,个人,浙江省,08
CN305253840S,2018-12,个人,浙江省,08
CN305253841S,2018-12,个人,浙江省,08
CN305253842S,2018-12,个人,浙江省,08
CN305253843S,2018-12,研究所,北京市,08
CN305253844S,2018-12,个人,浙江省,08
CN305253845S,2018-12,个人,浙江省,08
CN305253846S,2018-12,个人,浙江省,08
CN305253847S,2018-12,个人,浙江省,08
CN305253848S,2018-12,研究所,江苏省,08
CN305253849S,2019-01,个人,广东省,08
CN305253850S,2019-02,个人,浙江省,08
CN305253851S,2019-03,研究所,辽宁省,08
CN305253852S,2019-04,个人,浙江省,08
CN305253853S,2019-04,个人,浙江省,08
CN305253854S,2019-04,个人,浙江省,08
CN305253855S,2019-04,公司,韩国,08
CN305253856S,2018-05,研究所,广东省,08
CN305253857S,2018-08,个人,浙江省,08
CN305253858S,2018-08,研究所,天津市,08
CN305253859S,2018-09,个人,浙江省,08
CN305253860S,2018-09,研究所,广东省,08
CN305253861S,2018-10,学校,广东省,08
CN305253862S,2018-10,研究所,上海市,08
CN305253863S,2018-10,公司,山东省,08
CN305253864S,2018-10,研究所,安徽省,08
CN305253865S,2018-10,个人,广东省,08
CN305253866S,2018-10,个人,广东省,08
CN305253867S,2018-11,公司,广东省,08
CN305253868S,2018-11,公司,广东省,08
CN305253869S,2018-11,公司,广东省,08
CN305253870S,2018-11,研究所,浙江省,08
CN305253871S,2018-12,研究所,广东省,08
CN305253872S,2018-12,公司,广东省,08
CN305253873S,2018-12,公司,广东省,08
CN305253874S,2018-12,研究所,广东省,08
CN305253875S,2018-12,个人,浙江省,08
CN305253876S,2018-12,个人,浙江省,08
CN305253877S,2018-12,研究所,上海市,08
CN305253878S,2018-12,研究所,广东省,08
CN305253879S,2019-01,公司,安徽省,08
CN305253880S,2019-01,研究所,广东省,08
CN305253881S,2019-01,研究所,广东省,08
CN305253882S,2019-01,研究所,广东省,08
CN305253883S,2019-01,公司,广东省,08
CN305253884S,2019-01,研究所,广东省,08
CN305253885S,2019-01,研究所,广东省,08
CN305253886S,2019-01,研究所,广东省,08
CN305253887S,2019-01,研究所,广东省,08
CN305253888S,2019-02,公司,新加坡,08
CN305253889S,2019-03,个人,浙江省,08
CN305253890S,2019-03,个人,浙江省,08
CN305253891S,2019-04,公司,广东省,08
CN305253892S,2019-04,研究所,广东省,08
CN305253893S,2019-04,研究所,湖南省,08
CN305253894S,2017-04,个人,上海市,08
CN305253895S,2018-07,个人,河南省,08
CN305253896S,2018-10,个人,浙江省,08
CN305253897S,2018-10,个人,福建省,08
CN305253898S,2018-11,公司,广东省,08
CN305253899S,2018-12,公司,辽宁省,08
CN305253900S,2018-12,个人,韩国,08
CN305253901S,2018-12,公司,四川省,08
CN305253902S,2018-12,公司,江苏省,08
CN305253903S,2018-12,个人,广东省,08
CN305253904S,2018-12,个人,广东省,08
CN305253905S,2018-12,医院,江苏省,08
CN305253906S,2018-12,学校,安徽省,08
CN305253907S,2018-12,研究所,广东省,08
CN305253908S,2018-12,公司,福建省,08
CN305253909S,2018-12,个人,安徽省,08
CN305253910S,2018-12,个人,广东省,08
CN305253911S,2019-01,公司,德国,08
CN305253912S,2019-01,研究所,广东省,08
CN305253913S,2019-01,公司,福建省,08
CN305253914S,2019-01,个人,江西省,08
CN305253915S,2019-01,公司,浙江省,08
CN305253916S,2019-03,个人,广东省,08
CN305253917S,2019-04,学校,江西省,08
CN305253918S,2019-06,研究所,上海市,08
CN305253919S,2019-02,研究所,广东省,08
CN305253920S,2019-04,个人,浙江省,08
CN305253921S,2018-06,公司,江苏省,08
CN305253922S,2018-08,个人,浙江省,08
CN305253923S,2018-11,个人,广东省,08
CN305253924S,2018-12,个人,广东省,08
CN305253925S,2019-03,个人,安徽省,08
CN305253926S,2019-04,个人,广东省,08
CN305253927S,2017-09,公司,广东省,09
CN305253928S,2018-07,学校,江苏省,09
CN305253929S,2018-07,公司,美国,09
CN305253930S,2018-07,公司,美国,09
CN305253931S,2018-07,个人,广东省,09
CN305253932S,2018-08,研究所,安徽省,09
CN305253933S,2018-08,公司,浙江省,09
CN305253934S,2018-08,公司,江苏省,09
CN305253935S,2018-08,公司,江苏省,09
CN305253936S,2018-08,公司,湖南省,09
CN305253937S,2018-08,公司,湖南省,09
CN305253938S,2018-08,公司,湖南省,09
CN305253939S,2018-08,个人,广东省,09
CN305253940S,2018-09,公司,内蒙古自治区,09
CN305253941S,2018-09,公司,内蒙古自治区,09
CN305253942S,2018-09,公司,辽宁省,09
CN305253943S,2018-10,公司,广西壮族自治区,09
CN305253944S,2018-10,个人,新疆维吾尔自治区,09
CN305253945S,2018-10,个人,广东省,09
CN305253946S,2018-10,公司,内蒙古自治区,09
CN305253947S,2018-10,公司,广东省,09
CN305253948S,2018-11,公司,海南省,09
CN305253949S,2018-11,个人,四川省,09
CN305253950S,2018-11,研究所,河南省,09
CN305253951S,2018-11,公司,浙江省,09
CN305253952S,2018-11,公司,广东省,09
CN305253953S,2018-11,公司,广东省,09
CN305253954S,2018-11,公司,上海市,09
CN305253955S,2018-11,公司,上海市,09
CN305253956S,2018-11,公司,上海市,09
CN305253957S,2018-11,个人,宁夏回族自治区,09
CN305253958S,2018-11,个人,宁夏回族自治区,09
CN305253959S,2018-11,公司,北京市,09
CN305253960S,2018-11,公司,福建省,09
CN305253961S,2018-11,个人,广东省,09
CN305253962S,2018-11,公司,江西省,09
CN305253963S,2018-11,公司,江苏省,09
CN305253964S,2018-11,研究所,广东省,09
CN305253965S,2018-11,研究所,广东省,09
CN305253966S,2018-11,研究所,广东省,09
CN305253967S,2018-11,研究所,广东省,09
CN305253968S,2018-11,研究所,广东省,09
CN305253969S,2018-12,研究所,安徽省,09
CN305253970S,2018-12,公司,贵州省,09
CN305253971S,2018-12,研究所,广东省,09
CN305253972S,2018-12,个人,北京市,09
CN305253973S,2018-12,个人,安徽省,09
CN305253974S,2018-12,公司,福建省,09
CN305253975S,2018-12,个人,河南省,09
CN305253976S,2018-12,个人,北京市,09
CN305253977S,2018-12,个人,北京市,09
CN305253978S,2018-12,个人,北京市,09
CN305253979S,2018-12,公司,山西省,09
CN305253980S,2018-12,公司,山西省,09
CN305253981S,2018-12,公司,海南省,09
CN305253982S,2018-12,公司,四川省,09
CN305253983S,2018-12,公司,德国,09
CN305253984S,2018-12,公司,北京市,09
CN305253985S,2019-01,公司,四川省,09
CN305253986S,2019-01,公司,四川省,09
CN305253987S,2019-01,研究所,四川省,09
CN305253988S,2019-01,公司,浙江省,09
CN305253989S,2019-01,个人,河北省,09
CN305253990S,2019-01,个人,河北省,09
CN305253991S,2019-01,公司,广东省,09
CN305253992S,2019-01,公司,河北省,09
CN305253993S,2019-01,个人,陕西省,09
CN305253994S,2019-01,研究所,吉林省,09
CN305253995S,2019-01,公司,广东省,09
CN305253996S,2019-01,公司,日本,09
CN305253997S,2019-01,公司,江西省,09
CN305253998S,2019-01,研究所,重庆市,09
CN305253999S,2019-01,研究所,重庆市,09
CN305254000S,2019-01,个人,河南省,09
CN305254001S,2019-01,公司,广东省,09
CN305254002S,2019-01,公司,广东省,09
CN305254003S,2019-01,个人,重庆市,09
CN305254004S,2019-01,个人,广东省,09
CN305254005S,2019-01,个人,广东省,09
CN305254006S,2019-01,个人,广东省,09
CN305254007S,2019-01,个人,广东省,09
CN305254008S,2019-01,个人,广东省,09
CN305254009S,2019-02,公司,江苏省,09
CN305254010S,2019-02,公司,意大利,09
CN305254011S,2019-02,公司,内蒙古自治区,09
CN305254012S,2019-02,研究所,广东省,09
CN305254013S,2019-02,公司,内蒙古自治区,09
CN305254014S,2019-02,个人,山东省,09
CN305254015S,2019-02,公司,浙江省,09
CN305254016S,2019-02,公司,浙江省,09
CN305254017S,2019-03,公司,上海市,09
CN305254018S,2019-03,公司,上海市,09
CN305254019S,2019-03,公司,上海市,09
CN305254020S,2019-03,个人,广东省,09
CN305254021S,2019-03,个人,广东省,09
CN305254022S,2019-03,个人,广东省,09
CN305254023S,2019-03,公司,山东省,09
CN305254024S,2019-03,学校,甘肃省,09
CN305254025S,2019-03,个人,陕西省,09
CN305254026S,2019-03,公司,北京市,09
CN305254027S,2019-03,公司,广东省,09
CN305254028S,2019-03,个人,广东省,09
CN305254029S,2019-04,公司,浙江省,09
CN305254030S,2019-04,个人,北京市,09
CN305254031S,2019-04,工厂,山东省,09
CN305254032S,2019-04,公司,湖南省,09
CN305254033S,2019-04,公司,湖南省,09
CN305254034S,2018-07,公司,贵州省,09
CN305254035S,2018-12,个人,广东省,09
CN305254036S,2018-12,个人,广东省,09
CN305254037S,2018-12,研究所,河南省,09
CN305254038S,2018-12,公司,广东省,09
CN305254039S,2018-12,公司,广东省,09
CN305254040S,2018-12,公司,广东省,09
CN305254041S,2018-12,研究所,河北省,09
CN305254042S,2018-12,研究所,江苏省,09
CN305254043S,2018-12,研究所,江苏省,09
CN305254044S,2019-04,研究所,河北省,09
CN305254045S,2018-04,研究所,青海省,09
CN305254046S,2018-05,公司,安徽省,09
CN305254047S,2018-05,研究所,黑龙江省,09
CN305254048S,2018-06,研究所,四川省,09
CN305254049S,2018-07,个人,福建省,09
CN305254050S,2018-07,学校,江苏省,09
CN305254051S,2018-07,个人,广东省,09
CN305254052S,2018-07,公司,黑龙江省,09
CN305254053S,2018-07,公司,贵州省,09
CN305254054S,2018-07,个人,江苏省,09
CN305254055S,2018-07,公司,安徽省,09
CN305254056S,2018-07,公司,安徽省,09
CN305254057S,2018-07,学校,广西壮族自治区,09
CN305254058S,2018-07,公司,北京市,09
CN305254059S,2018-08,研究所,广东省,09
CN305254060S,2018-08,研究所,广东省,09
CN305254061S,2018-08,公司,天津市,09
CN305254062S,2018-08,个人,广东省,09
CN305254063S,2018-08,公司,陕西省,09
CN305254064S,2018-08,公司,陕西省,09
CN305254065S,2018-08,公司,陕西省,09
CN305254066S,2018-08,研究所,河南省,09
CN305254067S,2018-08,研究所,河南省,09
CN305254068S,2018-08,研究所,河南省,09
CN305254069S,2018-08,研究所,河南省,09
CN305254070S,2018-08,研究所,河南省,09
CN305254071S,2018-08,研究所,河南省,09
CN305254072S,2018-08,研究所,河南省,09
CN305254073S,2018-08,研究所,河南省,09
CN305254074S,2018-08,研究所,河南省,09
CN305254075S,2018-09,公司,广东省,09
CN305254076S,2018-09,公司,广东省,09
CN305254077S,2018-09,研究所,广东省,09
CN305254078S,2018-09,公司,四川省,09
CN305254079S,2018-09,公司,天津市,09
CN305254080S,2018-09,公司,天津市,09
CN305254081S,2018-09,公司,天津市,09
CN305254082S,2018-09,研究所,河南省,09
CN305254083S,2018-09,公司,甘肃省,09
CN305254084S,2018-09,公司,江西省,09
CN305254085S,2018-09,公司,山东省,09
CN305254086S,2018-09,个人,广东省,09
CN305254087S,2018-09,公司,江西省,09
CN305254088S,2018-09,公司,江西省,09
CN305254089S,2018-09,公司,河南省,09
CN305254090S,2018-09,公司,内蒙古自治区,09
CN305254091S,2018-09,公司,安徽省,09
CN305254092S,2018-09,公司,广东省,09
CN305254093S,2018-10,研究所,四川省,09
CN305254094S,2018-10,研究所,四川省,09
CN305254095S,2018-10,公司,广东省,09
CN305254096S,2018-10,公司,浙江省,09
CN305254097S,2018-10,公司,浙江省,09
CN305254098S,2018-10,个人,安徽省,09
CN305254099S,2018-10,个人,福建省,09
CN305254100S,2018-10,公司,河南省,09
CN305254101S,2018-10,个人,江西省,09
CN305254102S,2018-10,个人,陕西省,09
CN305254103S,2018-10,个人,安徽省,09
CN305254104S,2018-10,公司,广东省,09
CN305254105S,2018-10,个人,广东省,09
CN305254106S,2018-10,个人,广东省,09
CN305254107S,2018-10,个人,辽宁省,09
CN305254108S,2018-10,个人,辽宁省,09
CN305254109S,2018-10,公司,江西省,09
CN305254110S,2018-10,公司,江西省,09
CN305254111S,2018-10,研究所,江苏省,09
CN305254112S,2018-10,公司,安徽省,09
CN305254113S,2018-11,公司,重庆市,09
CN305254114S,2018-11,公司,浙江省,09
CN305254115S,2018-11,公司,浙江省,09
CN305254116S,2018-11,公司,海南省,09
CN305254117S,2018-11,公司,海南省,09
CN305254118S,2018-11,个人,广西壮族自治区,09
CN305254119S,2018-11,公司,福建省,09
CN305254120S,2018-11,研究所,山东省,09
CN305254121S,2018-11,个人,江苏省,09
CN305254122S,2018-11,个人,江苏省,09
CN305254123S,2018-11,个人,江苏省,09
CN305254124S,2018-11,个人,江苏省,09
CN305254125S,2018-11,个人,河北省,09
CN305254126S,2018-11,公司,甘肃省,09
CN305254127S,2018-11,公司,甘肃省,09
CN305254128S,2018-11,个人,福建省,09
CN305254129S,2018-11,公司,广东省,09
CN305254130S,2018-11,公司,韩国,09
CN305254131S,2018-11,研究所,广东省,09
CN305254132S,2018-11,研究所,广东省,09
CN305254133S,2018-11,公司,广东省,09
CN305254134S,2018-11,农业,江西省,09
CN305254135S,2018-11,公司,广西壮族自治区,09
CN305254136S,2018-11,研究所,北京市,09
